Order ID,Order Date,Ship Date,Customer Name,Country,City,State,Category,Product Name,Sales,Quantity,Profit
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Binders,GBC DocuBind P100 Manual Binding Machine,398.35,3.00,124.49
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Art,Newell 308,5.04,3.00,1.26
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Fasteners,OIC Bulk Pack Metal Binder Clips,17.45,5.00,8.03
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Chairs,"Global Fabric Manager's Chair, Dark Gray",323.14,4.00,20.20
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.70,3.00,8.02
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Phones,Polycom SoundStation2 EX Conference phone,1295.84,4.00,145.78
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Storage,Mobile Personal File Cube,46.84,2.00,12.65
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Bookcases,DMI Eclipse Executive Suite Bookcases,425.83,1.00,20.04
CA-2013-130267,20-09-2013,24-09-2013,Scot Wooten,United States,Stockton,California,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88,7.00,73.54
CA-2014-155460,14-04-2014,16-04-2014,Rob Williams,United States,Seattle,Washington,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1.00,2.38
CA-2014-155460,14-04-2014,16-04-2014,Rob Williams,United States,Seattle,Washington,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5.00,302.37
CA-2014-158246,10-11-2014,12-11-2014,Jennifer Braxton,United States,Sunnyvale,California,Chairs,"Global Leather Task Chair, Black",215.98,3.00,-2.70
CA-2011-141607,12-12-2011,17-12-2011,William Brown,United States,Concord,California,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1.00,4.33
CA-2013-111115,26-07-2013,28-07-2013,Larry Blacks,United States,Los Angeles,California,Fasteners,OIC Binder Clips,21.48,6.00,10.74
CA-2013-101938,07-01-2013,12-01-2013,Dianna Wilson,United States,Oakland,California,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,1.00,10.03
CA-2014-166296,14-03-2014,20-03-2014,Karen Ferguson,United States,Manteca,California,Paper,Multicolor Computer Printout Paper,314.55,3.00,150.98
CA-2011-152296,01-08-2011,03-08-2011,Ivan Liston,United States,San Francisco,California,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.75,3.00,6.91
CA-2013-125738,16-10-2013,22-10-2013,Patrick Bzostek,United States,Salt Lake City,Utah,Paper,Xerox 1982,45.68,2.00,21.01
CA-2013-125738,16-10-2013,22-10-2013,Patrick Bzostek,United States,Salt Lake City,Utah,Paper,Xerox 1986,60.12,9.00,28.86
CA-2013-125738,16-10-2013,22-10-2013,Patrick Bzostek,United States,Salt Lake City,Utah,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5.00,13.04
CA-2013-125738,16-10-2013,22-10-2013,Patrick Bzostek,United States,Salt Lake City,Utah,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.60,8.00,32.94
CA-2014-124576,02-08-2014,05-08-2014,Heather Kirkland,United States,Salinas,California,Binders,GBC Prestige Therm-A-Bind Covers,54.90,2.00,18.53
CA-2013-118913,26-06-2013,30-06-2013,Alan Shonely,United States,Los Angeles,California,Appliances,Fellowes Mighty 8 Compact Surge Protector,60.81,3.00,17.03
CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,United States,Seattle,Washington,Binders,GBC DocuBind P50 Personal Binding Machine,153.55,3.00,51.82
CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,United States,Seattle,Washington,Appliances,Holmes HEPA Air Purifier,65.34,3.00,22.87
CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,United States,Seattle,Washington,Paper,Xerox 1988,123.92,4.00,55.76
CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,United States,Seattle,Washington,Appliances,Harmony HEPA Quiet Air Purifiers,35.10,3.00,12.29
CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,United States,Seattle,Washington,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5.00,8.50
CA-2012-138002,06-09-2012,12-09-2012,Beth Thompson,United States,Seattle,Washington,Binders,Acco Hanging Data Binders,6.10,2.00,2.13
CA-2012-138002,06-09-2012,12-09-2012,Beth Thompson,United States,Seattle,Washington,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3.00,74.81
CA-2014-129378,02-10-2014,03-10-2014,Neola Schneider,United States,San Jose,California,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,1.00,0.50
CA-2014-129378,02-10-2014,03-10-2014,Neola Schneider,United States,San Jose,California,Binders,Storex Dura Pro Binders,61.78,13.00,20.85
CA-2014-129378,02-10-2014,03-10-2014,Neola Schneider,United States,San Jose,California,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,2.00,60.49
CA-2014-129378,02-10-2014,03-10-2014,Neola Schneider,United States,San Jose,California,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.61,4.00,9.50
CA-2014-130841,29-07-2014,02-08-2014,Matt Hagelstein,United States,San Francisco,California,Binders,Zipper Ring Binder Pockets,9.98,4.00,3.62
CA-2014-130841,29-07-2014,02-08-2014,Matt Hagelstein,United States,San Francisco,California,Storage,Super Decoflex Portable Personal File,14.98,1.00,4.19
CA-2014-130841,29-07-2014,02-08-2014,Matt Hagelstein,United States,San Francisco,California,Phones,Wilson Electronics DB Pro Signal Booster,1145.60,4.00,100.24
CA-2013-106383,20-03-2013,22-03-2013,Bobby Trafton,United States,Littleton,Colorado,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.29,1.00,-98.80
CA-2011-128055,31-03-2011,05-04-2011,Alex Avila,United States,San Francisco,California,Binders,GBC DocuBind 200 Manual Binding Machine,673.57,2.00,252.59
CA-2011-128055,31-03-2011,05-04-2011,Alex Avila,United States,San Francisco,California,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,2.00,14.83
CA-2012-123232,14-12-2012,16-12-2012,Doug Jacobs,United States,Portland,Oregon,Phones,HTC One,319.97,4.00,36.00
CA-2013-122322,16-07-2013,22-07-2013,Rick Huthwaite,United States,Provo,Utah,Supplies,Fiskars Home & Office Scissors,44.40,5.00,12.43
CA-2013-146633,16-11-2013,18-11-2013,Toby Gnade,United States,Los Angeles,California,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.79,1.00,381.30
CA-2013-146633,16-11-2013,18-11-2013,Toby Gnade,United States,Los Angeles,California,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.14,7.00,13.35
CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,United States,Pasadena,California,Storage,Eldon Portable Mobile Manager,56.56,2.00,15.27
CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,United States,Pasadena,California,Art,Newell 344,5.56,2.00,1.45
CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,United States,Pasadena,California,Fasteners,Advantus T-Pin Paper Clips,9.02,2.00,3.52
CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,United States,Pasadena,California,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,1.00,2.24
CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,United States,Pasadena,California,Phones,Mitel MiVoice 5330e IP Phone,659.98,3.00,49.50
CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,United States,Los Angeles,California,Paper,Xerox 1959,13.36,2.00,6.41
CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,United States,Los Angeles,California,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5.00,13.04
CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,United States,Los Angeles,California,Binders,Avery Durable Binders,11.52,5.00,4.18
CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,United States,Los Angeles,California,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,6.00,157.02
CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,United States,Los Angeles,California,Paper,Xerox 22,19.44,3.00,9.33
CA-2013-117849,16-04-2013,18-04-2013,Julie Kriz,United States,San Diego,California,Paper,Xerox 1911,143.70,3.00,68.98
CA-2012-169201,28-09-2012,01-10-2012,Henry Goldwyn,United States,San Francisco,California,Appliances,Holmes Odor Grabber,43.26,3.00,14.28
CA-2012-169201,28-09-2012,01-10-2012,Henry Goldwyn,United States,San Francisco,California,Appliances,Holmes HEPA Air Purifier,43.56,2.00,15.25
CA-2014-105214,17-06-2014,20-06-2014,Troy Staebel,United States,San Francisco,California,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7.00,90.97
CA-2014-105214,17-06-2014,20-06-2014,Troy Staebel,United States,San Francisco,California,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2.00,8.71
CA-2012-117611,08-11-2012,10-11-2012,Maria Zettner,United States,San Diego,California,Fasteners,Advantus Plastic Paper Clips,5.00,1.00,2.40
CA-2012-117611,08-11-2012,10-11-2012,Maria Zettner,United States,San Diego,California,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3.00,66.95
CA-2014-137470,18-09-2014,18-09-2014,Tom Prescott,United States,Seattle,Washington,Paper,Xerox 1984,12.96,2.00,6.35
CA-2012-102036,21-09-2012,27-09-2012,Chad Sievert,United States,Seattle,Washington,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,6.00,47.94
CA-2012-142944,06-03-2012,11-03-2012,John Lucas,United States,San Francisco,California,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,7.00,95.76
CA-2012-142944,06-03-2012,11-03-2012,John Lucas,United States,San Francisco,California,Copiers,Canon PC1060 Personal Laser Copier,1119.98,2.00,377.99
CA-2011-157882,03-10-2011,08-10-2011,Allen Rosenblatt,United States,Los Angeles,California,Tables,Bevis Round Conference Room Tables and Bases,143.43,1.00,3.59
CA-2011-157882,03-10-2011,08-10-2011,Allen Rosenblatt,United States,Los Angeles,California,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3.00,13.76
CA-2014-142622,31-10-2014,03-11-2014,Jim Karlsson,United States,Seattle,Washington,Chairs,Novimex Fabric Task Chair,97.57,2.00,-6.10
CA-2014-142622,31-10-2014,03-11-2014,Jim Karlsson,United States,Seattle,Washington,Chairs,Global Super Steno Chair,614.27,8.00,-23.04
CA-2014-142622,31-10-2014,03-11-2014,Jim Karlsson,United States,Seattle,Washington,Bookcases,Bestar Classic Bookcase,199.98,2.00,38.00
CA-2014-143343,11-06-2014,14-06-2014,Ben Wallace,United States,Los Angeles,California,Art,Newell 351,16.40,5.00,4.76
CA-2014-115154,09-01-2014,12-01-2014,Ricardo Sperren,United States,Seattle,Washington,Tables,Balt Solid Wood Round Tables,892.98,2.00,80.37
US-2014-120418,12-06-2014,13-06-2014,Becky Castell,United States,Peoria,Arizona,Chairs,Global Leather Executive Chair,280.79,1.00,35.10
US-2014-120418,12-06-2014,13-06-2014,Becky Castell,United States,Peoria,Arizona,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.45,4.00,7.70
US-2014-120418,12-06-2014,13-06-2014,Becky Castell,United States,Peoria,Arizona,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,5.00,6.60
US-2014-120418,12-06-2014,13-06-2014,Becky Castell,United States,Peoria,Arizona,Art,Newell 319,15.87,1.00,1.98
US-2014-120418,12-06-2014,13-06-2014,Becky Castell,United States,Peoria,Arizona,Storage,Fellowes Officeware Wire Shelving,215.59,3.00,-48.51
CA-2014-165491,21-03-2014,25-03-2014,Helen Wasserman,United States,Seattle,Washington,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,265.93,7.00,63.82
CA-2014-138422,24-09-2014,27-09-2014,Kristina Nunn,United States,Fort Collins,Colorado,Envelopes,Wausau Papers Astrobrights Colored Envelopes,14.35,3.00,5.20
CA-2013-155187,25-09-2013,27-09-2013,Laura Armstrong,United States,Los Angeles,California,Storage,"Tennsco Lockers, Gray",41.96,2.00,2.94
CA-2013-155187,25-09-2013,27-09-2013,Laura Armstrong,United States,Los Angeles,California,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",41.70,5.00,20.85
CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,United States,Los Angeles,California,Binders,Staples,9.02,6.00,3.16
CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,United States,Los Angeles,California,Binders,Satellite Sectional Post Binders,69.46,2.00,22.57
CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,United States,Los Angeles,California,Paper,"Wirebound Message Book, 4 per Page",10.86,2.00,5.32
CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,United States,Los Angeles,California,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3.00,22.25
CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,United States,Los Angeles,California,Art,Prang Dustless Chalk Sticks,10.08,6.00,5.04
CA-2012-111514,31-08-2012,02-09-2012,Scott Cohen,United States,San Francisco,California,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.83,7.00,200.95
CA-2012-111514,31-08-2012,02-09-2012,Scott Cohen,United States,San Francisco,California,Binders,GBC Prestige Therm-A-Bind Covers,137.24,5.00,46.32
CA-2012-111514,31-08-2012,02-09-2012,Scott Cohen,United States,San Francisco,California,Accessories,Memorex Micro Travel Drive 32 GB,36.51,1.00,15.70
CA-2012-111514,31-08-2012,02-09-2012,Scott Cohen,United States,San Francisco,California,Machines,Lexmark S315 Color Inkjet Printer,239.98,3.00,80.99
CA-2011-102295,24-11-2011,26-11-2011,Erica Hackney,United States,Sacramento,California,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.71,1.00,-18.11
CA-2012-148628,06-12-2012,11-12-2012,Katherine Murray,United States,Thousand Oaks,California,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,5.00,15.07
US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,United States,Fresno,California,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.04,4.00,45.77
US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,United States,Fresno,California,Art,Staples,16.02,9.00,4.49
US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,United States,Fresno,California,Binders,Avery Arch Ring Binders,185.92,4.00,62.75
US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,United States,Fresno,California,Phones,Clearsounds A400,211.17,4.00,15.84
US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,United States,Fresno,California,Copiers,Hewlett Packard 310 Color Digital Copier,479.98,2.00,60.00
CA-2012-145065,12-12-2012,15-12-2012,Dennis Kane,United States,San Diego,California,Fasteners,Staples,7.86,2.00,3.62
CA-2012-145065,12-12-2012,15-12-2012,Dennis Kane,United States,San Diego,California,Binders,Recycled Premium Regency Composition Covers,24.45,2.00,8.86
CA-2014-169264,15-08-2014,17-08-2014,Nora Preis,United States,San Francisco,California,Labels,Avery File Folder Labels,5.76,2.00,2.82
CA-2014-169264,15-08-2014,17-08-2014,Nora Preis,United States,San Francisco,California,Art,Newell 318,16.68,6.00,4.34
CA-2014-108574,08-10-2014,12-10-2014,Mike Gockenbach,United States,Los Angeles,California,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,9.00,200.86
CA-2014-108574,08-10-2014,12-10-2014,Mike Gockenbach,United States,Los Angeles,California,Phones,Motorola HK250 Universal Bluetooth Headset,128.74,7.00,-28.97
CA-2014-108574,08-10-2014,12-10-2014,Mike Gockenbach,United States,Los Angeles,California,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,10.00,26.97
CA-2014-144589,21-01-2014,26-01-2014,Tamara Manning,United States,San Francisco,California,Art,Staples,24.20,5.00,7.99
CA-2014-144589,21-01-2014,26-01-2014,Tamara Manning,United States,San Francisco,California,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.98,3.00,130.49
CA-2014-155985,24-03-2014,26-03-2014,Bill Eplett,United States,San Francisco,California,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84,8.00,76.26
CA-2012-142041,07-06-2012,09-06-2012,Eleni McCrary,United States,Los Angeles,California,Binders,Staples,7.52,5.00,2.63
CA-2011-151295,12-11-2011,16-11-2011,Joseph Airdo,United States,Los Angeles,California,Paper,Xerox 1974,11.96,2.00,5.86
CA-2011-151295,12-11-2011,16-11-2011,Joseph Airdo,United States,Los Angeles,California,Tables,Bevis Boat-Shaped Conference Table,629.06,3.00,31.45
CA-2014-168655,13-10-2014,19-10-2014,Michelle Lonsdale,United States,Albuquerque,New Mexico,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.00,5.00,95.20
CA-2014-168655,13-10-2014,19-10-2014,Michelle Lonsdale,United States,Albuquerque,New Mexico,Binders,GBC Twin Loop Wire Binding Elements,79.87,3.00,29.95
CA-2013-107202,22-05-2013,29-05-2013,Linda Cazamias,United States,Sparks,Nevada,Machines,Panasonic KX MB2061 Multifunction Printer,2396.40,10.00,179.73
CA-2014-159597,10-11-2014,15-11-2014,Matt Collister,United States,Coachella,California,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2.00,3.18
CA-2014-159597,10-11-2014,15-11-2014,Matt Collister,United States,Coachella,California,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,1.00,44.00
CA-2014-100748,14-05-2014,21-05-2014,Ross Baird,United States,San Francisco,California,Labels,Self-Adhesive Address Labels for Typewriters by Universal,58.48,8.00,27.49
CA-2014-129805,29-12-2014,03-01-2015,Harry Marie,United States,Seattle,Washington,Furnishings,3M Hangers With Command Adhesive,7.40,2.00,3.03
CA-2014-140053,04-07-2014,11-07-2014,Christina Anderson,United States,Farmington,New Mexico,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,9.00,114.63
CA-2011-164210,18-11-2011,20-11-2011,Pierre Wener,United States,Louisville,Colorado,Tables,Bevis Rectangular Conference Tables,145.98,2.00,-99.27
CA-2011-164210,18-11-2011,20-11-2011,Pierre Wener,United States,Louisville,Colorado,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",35.81,4.00,12.53
CA-2012-100573,25-09-2012,01-10-2012,Anne McFarland,United States,Los Angeles,California,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2.00,8.22
CA-2013-140207,06-11-2013,11-11-2013,Christopher Schild,United States,San Jose,California,Binders,Cardinal Holdit Data Disk Pockets,29.12,5.00,9.83
CA-2012-142419,11-07-2012,13-07-2012,Shahid Collister,United States,Seattle,Washington,Paper,Xerox 1896,29.97,3.00,13.49
CA-2012-142419,11-07-2012,13-07-2012,Shahid Collister,United States,Seattle,Washington,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.35,3.00,34.42
CA-2013-114972,04-11-2013,07-11-2013,Phillip Flathmann,United States,Los Angeles,California,Chairs,Global Deluxe High-Back Office Chair in Storm,217.58,2.00,-29.92
CA-2013-114972,04-11-2013,07-11-2013,Phillip Flathmann,United States,Los Angeles,California,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5.00,29.03
CA-2013-114972,04-11-2013,07-11-2013,Phillip Flathmann,United States,Los Angeles,California,Labels,Avery 50,87.71,7.00,41.22
CA-2013-114972,04-11-2013,07-11-2013,Phillip Flathmann,United States,Los Angeles,California,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4.00,429.58
CA-2014-102750,05-09-2014,09-09-2014,Greg Maxwell,United States,Los Angeles,California,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.35,3.00,-99.18
CA-2014-147956,25-12-2014,01-01-2015,Alan Hwang,United States,Seattle,Washington,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,6.00,0.00
CA-2014-126067,29-08-2014,04-09-2014,Kristina Nunn,United States,Seattle,Washington,Phones,Anker 24W Portable Micro USB Car Charger,35.17,4.00,11.43
CA-2014-126067,29-08-2014,04-09-2014,Kristina Nunn,United States,Seattle,Washington,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,5.00,250.31
CA-2014-126067,29-08-2014,04-09-2014,Kristina Nunn,United States,Seattle,Washington,Binders,GBC Standard Therm-A-Bind Covers,99.68,5.00,32.40
CA-2014-126067,29-08-2014,04-09-2014,Kristina Nunn,United States,Seattle,Washington,Art,Newell 344,5.56,2.00,1.45
CA-2011-113579,13-12-2011,15-12-2011,Katherine Ducich,United States,Los Angeles,California,Paper,White GlueTop Scratch Pads,90.24,6.00,41.51
CA-2012-122371,26-09-2012,01-10-2012,Bryan Spruell,United States,San Diego,California,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17,3.00,18.61
CA-2012-122371,26-09-2012,01-10-2012,Bryan Spruell,United States,San Diego,California,Envelopes,Cameo Buff Policy Envelopes,124.46,2.00,58.50
CA-2013-126935,20-05-2013,25-05-2013,Bill Tyler,United States,San Francisco,California,Binders,GBC Personal VeloBind Strips,9.58,1.00,3.35
CA-2013-149482,15-11-2013,20-11-2013,Ralph Ritter,United States,San Francisco,California,Labels,Avery 52,7.38,2.00,3.47
CA-2011-143917,25-07-2011,27-07-2011,Ken Lonsdale,United States,San Francisco,California,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,4.00,15.04
CA-2011-143917,25-07-2011,27-07-2011,Ken Lonsdale,United States,San Francisco,California,Supplies,High Speed Automatic Electric Letter Opener,8187.65,5.00,327.51
CA-2011-143917,25-07-2011,27-07-2011,Ken Lonsdale,United States,San Francisco,California,Furnishings,Staples,77.92,8.00,34.28
CA-2014-163902,03-03-2014,09-03-2014,Maribeth Yedwab,United States,Los Angeles,California,Phones,Panasonic KX TS3282B Corded phone,196.78,3.00,14.76
CA-2014-163902,03-03-2014,09-03-2014,Maribeth Yedwab,United States,Los Angeles,California,Accessories,Logitech G13 Programmable Gameboard with LCD Display,479.94,6.00,52.79
CA-2012-143238,06-09-2012,08-09-2012,Lori Olson,United States,La Quinta,California,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,4.00,18.06
CA-2012-113404,16-07-2012,16-07-2012,Eleni McCrary,United States,San Francisco,California,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,1348.70,6.00,-219.16
CA-2012-113404,16-07-2012,16-07-2012,Eleni McCrary,United States,San Francisco,California,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.15,3.00,78.77
CA-2013-144792,01-05-2013,05-05-2013,Ken Dana,United States,Scottsdale,Arizona,Furnishings,12-1/2 Diameter Round Wall Clock,111.89,7.00,22.38
CA-2014-108070,17-04-2014,21-04-2014,Joel Eaton,United States,San Jose,California,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92,4.00,2.06
CA-2014-108070,17-04-2014,21-04-2014,Joel Eaton,United States,San Jose,California,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.83,1.00,-6.05
US-2012-128090,16-08-2012,22-08-2012,John Murray,United States,Phoenix,Arizona,Art,Newell 346,2.30,1.00,0.26
US-2012-128090,16-08-2012,22-08-2012,John Murray,United States,Phoenix,Arizona,Phones,Samsung Galaxy S4 Mini,1879.96,5.00,211.50
US-2012-128090,16-08-2012,22-08-2012,John Murray,United States,Phoenix,Arizona,Paper,Xerox 1891,313.02,8.00,105.65
US-2012-128090,16-08-2012,22-08-2012,John Murray,United States,Phoenix,Arizona,Labels,Avery 488,5.04,2.00,1.76
CA-2012-147788,31-05-2012,04-06-2012,Tamara Manning,United States,Orem,Utah,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86,7.00,140.69
CA-2012-147788,31-05-2012,04-06-2012,Tamara Manning,United States,Orem,Utah,Labels,Self-Adhesive Removable Labels,15.75,5.00,7.56
CA-2012-147788,31-05-2012,04-06-2012,Tamara Manning,United States,Orem,Utah,Storage,Fellowes Super Stor/Drawer Files,323.10,2.00,61.39
CA-2014-123967,02-11-2014,04-11-2014,Sarah Foster,United States,Bellingham,Washington,Binders,GBC Standard Plastic Binding Systems' Combs,25.12,5.00,7.85
CA-2014-123967,02-11-2014,04-11-2014,Sarah Foster,United States,Bellingham,Washington,Tables,Hon 94000 Series Round Tables,2665.62,9.00,239.91
CA-2013-137729,06-05-2013,10-05-2013,Barry Franz,United States,Los Angeles,California,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1.00,1.02
CA-2013-137729,06-05-2013,10-05-2013,Barry Franz,United States,Los Angeles,California,Phones,Cisco Small Business SPA 502G VoIP phone,246.17,3.00,21.54
CA-2013-154053,05-03-2013,11-03-2013,Michael Granlund,United States,San Diego,California,Art,Berol Giant Pencil Sharpener,16.99,1.00,4.93
CA-2013-137204,29-04-2013,06-05-2013,Bill Overfelt,United States,Los Angeles,California,Chairs,"Global Stack Chair without Arms, Black",41.57,2.00,2.60
CA-2011-147298,26-04-2011,03-05-2011,Aleksandra Gannaway,United States,Los Angeles,California,Chairs,Bevis Steel Folding Chairs,230.28,3.00,23.03
CA-2011-147298,26-04-2011,03-05-2011,Aleksandra Gannaway,United States,Los Angeles,California,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.29,6.00,5.72
CA-2014-147942,02-04-2014,06-04-2014,Maribeth Schnelling,United States,San Francisco,California,Labels,Avery 498,5.78,2.00,2.72
CA-2014-147942,02-04-2014,06-04-2014,Maribeth Schnelling,United States,San Francisco,California,Binders,Fellowes Binding Cases,121.68,13.00,38.03
CA-2014-115931,23-12-2014,27-12-2014,Jim Mitchum,United States,Carlsbad,New Mexico,Art,Design Ebony Sketching Pencil,4.17,3.00,1.08
CA-2014-115931,23-12-2014,27-12-2014,Jim Mitchum,United States,Carlsbad,New Mexico,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67.04,4.00,6.70
CA-2014-115931,23-12-2014,27-12-2014,Jim Mitchum,United States,Carlsbad,New Mexico,Storage,Eldon Simplefile Box Office,37.32,3.00,10.45
CA-2014-115931,23-12-2014,27-12-2014,Jim Mitchum,United States,Carlsbad,New Mexico,Labels,Avery 517,18.45,5.00,8.67
US-2014-110604,16-05-2014,21-05-2014,Jason Fortune-,United States,Seattle,Washington,Furnishings,24-Hour Round Wall Clock,39.96,2.00,17.18
US-2014-110604,16-05-2014,21-05-2014,Jason Fortune-,United States,Seattle,Washington,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.62,2.00,4.26
US-2014-110604,16-05-2014,21-05-2014,Jason Fortune-,United States,Seattle,Washington,Chairs,SAFCO Arco Folding Chair,220.96,1.00,24.86
